epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.17475473880767822,9.999999747378752e-05,3.249716281890869,0.23493556678295135,2.6946513652801514
1,0.09375,9.999999747378752e-05,3.531648874282837,0.23859281837940216,2.6928489208221436
2,0.20231087505817413,9.999999747378752e-05,2.990656614303589,0.27168235182762146,2.534492254257202
3,0.375,9.999999747378752e-05,3.1492760181427,0.2708115577697754,2.5390965938568115
4,0.22943100333213806,9.999999747378752e-05,2.8401451110839844,0.2925809919834137,2.446058511734009
5,0.25,9.999999747378752e-05,2.437962055206299,0.29362592101097107,2.44527530670166
6,0.25301939249038696,9.999999747378752e-05,2.7238783836364746,0.33960291743278503,2.337653160095215
7,0.25,9.999999747378752e-05,2.877992630004883,0.34238940477371216,2.3349409103393555
8,0.27643340826034546,9.999999747378752e-05,2.616420030593872,0.3629397451877594,2.2369887828826904
9,0.3125,9.999999747378752e-05,2.4737396240234375,0.3638105094432831,2.2368783950805664
10,0.3049487769603729,9.999999747378752e-05,2.500836133956909,0.3991640508174896,2.153653144836426
11,0.34375,9.999999747378752e-05,2.4551687240600586,0.40125390887260437,2.1459054946899414
12,0.3369086682796478,9.999999747378752e-05,2.3925249576568604,0.4366074502468109,2.0781030654907227
13,0.40625,9.999999747378752e-05,2.3094515800476074,0.4364332854747772,2.0822739601135254
14,0.367255300283432,9.999999747378752e-05,2.271179437637329,0.46064087748527527,2.026785373687744
15,0.40625,9.999999747378752e-05,1.966025471687317,0.4588993489742279,2.0356788635253906
16,0.39668628573417664,9.999999747378752e-05,2.170748710632324,0.4742250144481659,1.9745397567749023
17,0.375,9.999999747378752e-05,2.0105252265930176,0.47283175587654114,1.9766194820404053
18,0.410464346408844,9.999999747378752e-05,2.0926432609558105,0.48049458861351013,1.9057673215866089
19,0.40625,9.999999747378752e-05,2.051351308822632,0.48032045364379883,1.907417893409729
20,0.431872695684433,9.999999747378752e-05,2.020057201385498,0.5005224943161011,1.8381974697113037
21,0.4375,9.999999747378752e-05,1.9005682468414307,0.5017415285110474,1.842067003250122
22,0.4461739659309387,9.999999747378752e-05,1.955021858215332,0.4440961480140686,1.9349285364151
23,0.4375,9.999999747378752e-05,2.0632028579711914,0.4487983286380768,1.9207494258880615
24,0.457161545753479,9.999999747378752e-05,1.910970687866211,0.5186346173286438,1.7504703998565674
25,0.59375,9.999999747378752e-05,1.472652554512024,0.5177638530731201,1.7513517141342163
26,0.474645733833313,9.999999747378752e-05,1.8532626628875732,0.5137583017349243,1.784994125366211
27,0.46875,9.999999747378752e-05,1.753324031829834,0.514629065990448,1.7850134372711182
28,0.4824939966201782,9.999999747378752e-05,1.8090343475341797,0.5498084425926208,1.6344407796859741
29,0.34375,9.999999747378752e-05,2.0234951972961426,0.5506792068481445,1.6344945430755615
30,0.49644649028778076,9.999999747378752e-05,1.7545747756958008,0.5282131433486938,1.6735105514526367
31,0.59375,9.999999747378752e-05,1.7584234476089478,0.5266457796096802,1.6740401983261108
32,0.503422737121582,9.999999747378752e-05,1.7231336832046509,0.5381399989128113,1.6282730102539062
33,0.71875,9.999999747378752e-05,1.3811124563217163,0.5377917289733887,1.6246337890625
34,0.5119686126708984,9.999999747378752e-05,1.687496304512024,0.5703587532043457,1.525862216949463
35,0.5,9.999999747378752e-05,1.5767625570297241,0.5721003413200378,1.5265700817108154
36,0.5198604464530945,9.999999747378752e-05,1.6535192728042603,0.5665273666381836,1.5249546766281128
37,0.5,9.999999747378752e-05,1.440660834312439,0.5661790370941162,1.525578498840332
38,0.5264443159103394,9.999999747378752e-05,1.6231416463851929,0.554858922958374,1.524929404258728
39,0.65625,9.999999747378752e-05,1.4507230520248413,0.5552072525024414,1.5267595052719116
40,0.5324177145957947,9.999999747378752e-05,1.5940864086151123,0.5710553526878357,1.488818645477295
41,0.53125,9.999999747378752e-05,1.521789789199829,0.5714036822319031,1.4877755641937256
42,0.5378679037094116,9.999999747378752e-05,1.5690405368804932,0.5815047025680542,1.4458000659942627
43,0.5,9.999999747378752e-05,1.8176507949829102,0.5809822082519531,1.445621132850647
44,0.5485502481460571,9.999999747378752e-05,1.5439870357513428,0.576454222202301,1.4280260801315308
45,0.5,9.999999747378752e-05,1.7380297183990479,0.5757575631141663,1.429535150527954
46,0.5493786931037903,9.999999747378752e-05,1.5222147703170776,0.5914315581321716,1.3904184103012085
47,0.625,9.999999747378752e-05,1.3171069622039795,0.591779887676239,1.3897486925125122
48,0.5533900260925293,9.999999747378752e-05,1.5049976110458374,0.5719261765480042,1.428205966949463
49,0.5625,9.999999747378752e-05,1.3501073122024536,0.5738418698310852,1.4267505407333374
50,0.5561369061470032,9.999999747378752e-05,1.4804164171218872,0.6022291779518127,1.369818925857544
51,0.5625,9.999999747378752e-05,1.5002716779708862,0.6022291779518127,1.3701496124267578
52,0.5589709877967834,9.999999747378752e-05,1.4695290327072144,0.6006618142127991,1.3658162355422974
53,0.5625,9.999999747378752e-05,1.3423566818237305,0.602055013179779,1.359806776046753
54,0.5581426024436951,9.999999747378752e-05,1.4448107481002808,0.5983977913856506,1.3462482690811157
55,0.65625,9.999999747378752e-05,1.418917179107666,0.5978752970695496,1.3473706245422363
56,0.5703510046005249,9.999999747378752e-05,1.4268704652786255,0.5992685556411743,1.3316129446029663
57,0.5625,9.999999747378752e-05,1.3918542861938477,0.5992685556411743,1.3306185007095337
58,0.569348156452179,9.999999747378752e-05,1.4225528240203857,0.5872518420219421,1.3605539798736572
59,0.53125,9.999999747378752e-05,1.4240944385528564,0.5856844186782837,1.3632928133010864
60,0.5741879343986511,9.999999747378752e-05,1.4002572298049927,0.607802152633667,1.3007926940917969
61,0.53125,9.999999747378752e-05,1.4477633237838745,0.6079763174057007,1.301268219947815
62,0.5792893171310425,9.999999747378752e-05,1.385616421699524,0.5940439105033875,1.3393498659133911
63,0.5625,9.999999747378752e-05,1.4237397909164429,0.5936955809593201,1.3360079526901245
64,0.5830390453338623,9.999999747378752e-05,1.372890830039978,0.6156391501426697,1.2815680503845215
65,0.6875,9.999999747378752e-05,1.1994456052780151,0.6158133149147034,1.2823566198349
66,0.5827338099479675,9.999999747378752e-05,1.3658024072647095,0.6170324087142944,1.277001142501831
67,0.59375,9.999999747378752e-05,1.2631778717041016,0.6196447014808655,1.2761024236679077
68,0.5811641812324524,9.999999747378752e-05,1.3493263721466064,0.608498752117157,1.2824205160140991
69,0.625,9.999999747378752e-05,1.3456966876983643,0.6090212464332581,1.2849317789077759
70,0.5866579413414001,9.999999747378752e-05,1.3430511951446533,0.6130267977714539,1.2642439603805542
71,0.65625,9.999999747378752e-05,1.2494126558303833,0.6123301982879639,1.2646905183792114
72,0.5901024341583252,9.999999747378752e-05,1.3298722505569458,0.6210379600524902,1.2651803493499756
73,0.59375,9.999999747378752e-05,1.3630056381225586,0.6215604543685913,1.2659610509872437
74,0.5913668870925903,9.999999747378752e-05,1.3172292709350586,0.6264367699623108,1.2408851385116577
75,0.59375,9.999999747378752e-05,1.3232991695404053,0.6267850995063782,1.242063045501709
76,0.5936777591705322,9.999999747378752e-05,1.309201955795288,0.6194705963134766,1.2441918849945068
77,0.5,9.999999747378752e-05,1.5990182161331177,0.6206896305084229,1.243759036064148
78,0.5941573977470398,9.999999747378752e-05,1.3059173822402954,0.6220828890800476,1.2384363412857056
79,0.53125,9.999999747378752e-05,1.5166302919387817,0.6227795481681824,1.237534999847412
80,0.5985175371170044,9.999999747378752e-05,1.2959387302398682,0.6215604543685913,1.23308265209198
81,0.625,9.999999747378752e-05,1.2455711364746094,0.6215604543685913,1.2356889247894287
82,0.6023980975151062,9.999999747378752e-05,1.2809854745864868,0.6375827193260193,1.2054331302642822
83,0.65625,9.999999747378752e-05,1.0946866273880005,0.6375827193260193,1.205122470855713
84,0.6044909358024597,9.999999747378752e-05,1.281475305557251,0.6182515025138855,1.242104172706604
85,0.59375,9.999999747378752e-05,1.26353120803833,0.6179031729698181,1.2431550025939941
86,0.5993895530700684,9.999999747378752e-05,1.2728172540664673,0.6158133149147034,1.2526777982711792
87,0.5625,9.999999747378752e-05,1.4440746307373047,0.615464985370636,1.2536722421646118
88,0.6040113568305969,9.999999747378752e-05,1.2624084949493408,0.6199930310249329,1.224937081336975
89,0.625,9.999999747378752e-05,1.1865425109863281,0.6206896305084229,1.2246439456939697
90,0.6095923185348511,9.999999747378752e-05,1.2528775930404663,0.6351445317268372,1.1911994218826294
91,0.625,9.999999747378752e-05,1.2559542655944824,0.6363636255264282,1.1903358697891235
92,0.6094179153442383,9.999999747378752e-05,1.244092345237732,0.6274816989898682,1.2104109525680542
93,0.6875,9.999999747378752e-05,1.093621015548706,0.6264367699623108,1.2113072872161865
94,0.6109875440597534,9.999999747378752e-05,1.2401739358901978,0.6381052136421204,1.1760683059692383
95,0.46875,9.999999747378752e-05,1.5115892887115479,0.638975977897644,1.1745562553405762
